#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Acetobacterium","Bacteria;Terrabacteria group;Bacillota",3.98837,1,0,0,10
"Acetobacterium bakii","Bacteria;Terrabacteria group;Bacillota",4.31918,0,0,0,4
"Acetobacterium dehalogenans","Bacteria;Terrabacteria group;Bacillota",4.05007,0,0,0,1
"Acetobacterium fimetarium","Bacteria;Terrabacteria group;Bacillota",3.23749,0,0,0,1
"Acetobacterium malicum","Bacteria;Terrabacteria group;Bacillota",4.07723,0,0,0,1
"Acetobacterium paludosum","Bacteria;Terrabacteria group;Bacillota",3.69113,0,0,0,2
"Acetobacterium tundrae","Bacteria;Terrabacteria group;Bacillota",3.56308,0,0,0,2
"Acetobacterium wieringae","Bacteria;Terrabacteria group;Bacillota",3.60634,0,0,0,6
"Acetobacterium woodii","Bacteria;Terrabacteria group;Bacillota",4.04478,1,0,0,2
"Acetobacteroides hydrogenigenes","Bacteria;FCB group;Bacteroidetes/Chlorobi group",3.8611,0,0,0,1
"Acetohalobium arabaticum","Bacteria;Terrabacteria group;Bacillota",2.4696,1,0,0,1
"Acetomicrobium","Bacteria;Synergistetes;Synergistia",2.444,0,0,0,6
"Acetomicrobium flavidum","Bacteria;Synergistetes;Synergistia",1.94473,0,0,0,1
"Acetomicrobium hydrogeniformans","Bacteria;Synergistetes;Synergistia",2.12392,0,0,0,5
"Acetomicrobium mobile","Bacteria;Synergistetes;Synergistia",2.1607,1,0,0,2
"Acetomicrobium thermoterrenum","Bacteria;Synergistetes;Synergistia",1.96758,0,0,0,1
"Acetonema longum","Bacteria;Terrabacteria group;Bacillota",4.32301,0,0,0,1
"Acetothermia bacterium 64_32","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.8102,0,0,0,1
"Acetothermia bacterium SCGC AAA255-C06","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",0.669384,0,0,0,1
"Acetothermia bacterium UBA2187","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",0.930847,0,0,0,1
"Acetothermia bacterium UBA3560","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.87253,0,0,0,1
"Acetothermia bacterium UBA3563","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.51927,0,0,0,1
"Acetothermia bacterium UBA3564","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.49784,0,0,0,1
"Acetothermia bacterium UBA3565","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.83394,0,0,0,1
"Acetothermia bacterium UBA3571","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.84257,0,0,0,1
"Acetothermia bacterium UBA3574","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.57678,0,0,0,1
"Acetothermia bacterium UBA4777","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.15066,0,0,0,1
"Acetothermia bacterium UBA4801","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.7278,0,0,0,1
"Acetothermia bacterium UBA7521","Bacteria;Bacteria incertae sedis;Bacteria candidate phyla",1.79071,0,0,0,1
"Acholeplasma","Bacteria;Terrabacteria group;Tenericutes",1.98797,0,0,0,13
"Acholeplasma equifetale","Bacteria;Terrabacteria group;Tenericutes",1.28237,0,0,0,1
"Acholeplasma equirhinis","Bacteria;Terrabacteria group;Tenericutes",1.44642,0,0,0,1
"Acholeplasma granularum","Bacteria;Terrabacteria group;Tenericutes",1.45354,0,0,0,1
"Acholeplasma hippikon","Bacteria;Terrabacteria group;Tenericutes",1.46567,1,0,1,2
"Acholeplasma laidlawii","Bacteria;Terrabacteria group;Tenericutes",1.49164,0,0,0,17
"Acholeplasma manati","Bacteria;Terrabacteria group;Tenericutes",1.87386,0,0,0,1
"Acholeplasma multilocale","Bacteria;Terrabacteria group;Tenericutes",0.924993,0,0,0,1
"Acholeplasma oculi","Bacteria;Terrabacteria group;Tenericutes",1.60058,0,0,0,3
"Acholeplasma vituli","Bacteria;Terrabacteria group;Tenericutes",1.86422,0,0,0,1
"Acholeplasmataceae bacterium","Bacteria;Terrabacteria group;Tenericutes",2.46747,0,0,0,67
"Acholeplasmataceae bacterium UBA2284","Bacteria;Terrabacteria group;Tenericutes",1.53008,0,0,0,1
"Acholeplasmataceae bacterium UBA4853","Bacteria;Terrabacteria group;Tenericutes",1.44715,0,0,0,1
"Acholeplasmataceae bacterium UBA4870","Bacteria;Terrabacteria group;Tenericutes",1.17805,0,0,0,1
"Acholeplasmataceae bacterium UBA4904","Bacteria;Terrabacteria group;Tenericutes",1.19007,0,0,0,1
"Acholeplasmataceae bacterium UBA4950","Bacteria;Terrabacteria group;Tenericutes",1.28065,0,0,0,1
"Acholeplasmataceae bacterium UBA5000","Bacteria;Terrabacteria group;Tenericutes",1.13567,0,0,0,1
"Acholeplasmataceae bacterium UBA5222","Bacteria;Terrabacteria group;Tenericutes",1.14766,0,0,0,1
"Acholeplasmataceae bacterium UBA5250","Bacteria;Terrabacteria group;Tenericutes",1.23054,0,0,0,1
"Acholeplasmataceae bacterium UBA5264","Bacteria;Terrabacteria group;Tenericutes",1.15898,0,0,0,1
"Acholeplasmataceae bacterium UBA5282","Bacteria;Terrabacteria group;Tenericutes",1.25103,0,0,0,1
"Acholeplasmataceae bacterium UBA5354","Bacteria;Terrabacteria group;Tenericutes",1.10042,0,0,0,1
"Acholeplasmataceae bacterium UBA5386","Bacteria;Terrabacteria group;Tenericutes",1.09662,0,0,0,1
"Acholeplasmataceae bacterium UBA5409","Bacteria;Terrabacteria group;Tenericutes",1.29511,0,0,0,1
"Acholeplasmataceae bacterium UBA5430","Bacteria;Terrabacteria group;Tenericutes",1.16703,0,0,0,1
"Acholeplasmataceae bacterium UBA5453","Bacteria;Terrabacteria group;Tenericutes",0.998003,0,0,0,1
"Acholeplasmataceae bacterium UBA5468","Bacteria;Terrabacteria group;Tenericutes",1.27505,0,0,0,1
"Acholeplasmataceae bacterium UBA5491","Bacteria;Terrabacteria group;Tenericutes",1.27951,0,0,0,1
"Acholeplasmataceae bacterium UBA5617","Bacteria;Terrabacteria group;Tenericutes",1.50177,0,0,0,1
"Acholeplasmataceae bacterium UBA5635","Bacteria;Terrabacteria group;Tenericutes",1.59563,0,0,0,1
"Acholeplasmataceae bacterium UBA5769","Bacteria;Terrabacteria group;Tenericutes",1.76018,0,0,0,1
"Acholeplasmataceae bacterium UBA6150","Bacteria;Terrabacteria group;Tenericutes",1.2855,0,0,0,1
"Acholeplasmataceae bacterium UBA6181","Bacteria;Terrabacteria group;Tenericutes",1.36058,0,0,0,1
"Acholeplasmataceae bacterium UBA6190","Bacteria;Terrabacteria group;Tenericutes",1.67015,0,0,0,1
"Acholeplasmataceae bacterium UBA6235","Bacteria;Terrabacteria group;Tenericutes",1.63881,0,0,0,1
"Acholeplasmataceae bacterium UBA7643","Bacteria;Terrabacteria group;Tenericutes",1.23828,0,0,0,1
"Acholeplasmatales bacterium","Bacteria;Terrabacteria group;Tenericutes",2.15261,0,0,0,45
"Acholeplasmatales bacterium DTU056","Bacteria;Terrabacteria group;Tenericutes",1.20785,0,0,0,1
"Acholeplasmatales bacterium DTU067","Bacteria;Terrabacteria group;Tenericutes",1.46914,0,0,0,2
"Acholeplasmatales bacterium Tener_01","Bacteria;Terrabacteria group;Tenericutes",0.885702,0,0,0,1
"Achromatium","Bacteria;Pseudomonadota;Gammaproteobacteria",3.8456,0,0,0,3
"Achromobacter","Bacteria;Pseudomonadota;Betaproteobacteria",9.08662,1,0,0,70
"Achromobacter aegrifaciens","Bacteria;Pseudomonadota;Betaproteobacteria",6.67398,0,0,0,5
"Achromobacter aestuarii","Bacteria;Pseudomonadota;Betaproteobacteria",5.33821,0,0,0,1
"Achromobacter agilis","Bacteria;Pseudomonadota;Betaproteobacteria",6.37648,0,0,0,1
"Achromobacter aloeverae","Bacteria;Pseudomonadota;Betaproteobacteria",6.49216,0,0,0,1
"Achromobacter animicus","Bacteria;Pseudomonadota;Betaproteobacteria",5.93386,0,0,0,3
"Achromobacter anxifer","Bacteria;Pseudomonadota;Betaproteobacteria",7.21291,0,0,0,3
"Achromobacter arsenitoxydans","Bacteria;Pseudomonadota;Betaproteobacteria",6.15666,0,0,0,1
"Achromobacter deleyi","Bacteria;Pseudomonadota;Betaproteobacteria",6.80951,0,0,0,7
"Achromobacter denitrificans","Bacteria;Pseudomonadota;Betaproteobacteria",6.73688,1,0,0,16
"Achromobacter dolens","Bacteria;Pseudomonadota;Betaproteobacteria",6.21623,0,0,0,7
"Achromobacter insolitus","Bacteria;Pseudomonadota;Betaproteobacteria",6.42889,1,0,0,19
"Achromobacter insuavis","Bacteria;Pseudomonadota;Betaproteobacteria",6.87692,0,0,0,15
"Achromobacter kerstersii","Bacteria;Pseudomonadota;Betaproteobacteria",6.72074,0,0,0,2
"Achromobacter marplatensis","Bacteria;Pseudomonadota;Betaproteobacteria",6.88584,0,0,0,4
"Achromobacter mucicolens","Bacteria;Pseudomonadota;Betaproteobacteria",5.88728,1,0,0,9
"Achromobacter pestifer","Bacteria;Pseudomonadota;Betaproteobacteria",6.90583,0,0,0,2
"Achromobacter piechaudii","Bacteria;Pseudomonadota;Betaproteobacteria",6.17215,0,0,0,7
"Achromobacter pulmonis","Bacteria;Pseudomonadota;Betaproteobacteria",6.00048,0,0,0,4
"Achromobacter ruhlandii","Bacteria;Pseudomonadota;Betaproteobacteria",6.36668,1,0,0,24
"Achromobacter spanius","Bacteria;Pseudomonadota;Betaproteobacteria",6.40703,1,0,0,10
"Achromobacter veterisilvae","Bacteria;Pseudomonadota;Betaproteobacteria",6.81499,0,0,0,1
"Achromobacter xylosoxidans","Bacteria;Pseudomonadota;Betaproteobacteria",6.90197,1,0,1,159
"Acidaminobacter","Bacteria;Terrabacteria group;Bacillota",6.08894,0,0,0,2
"Acidaminobacter hydrogenoformans","Bacteria;Terrabacteria group;Bacillota",3.61561,0,0,0,1
"Acidaminococcaceae bacterium","Bacteria;Terrabacteria group;Bacillota",3.38232,0,0,0,76
"Acidaminococcaceae bacterium UBA2453","Bacteria;Terrabacteria group;Bacillota",1.8056,0,0,0,1
"Acidaminococcaceae bacterium UBA2812","Bacteria;Terrabacteria group;Bacillota",1.92758,0,0,0,1
"Acidaminococcaceae bacterium UBA2842","Bacteria;Terrabacteria group;Bacillota",1.97782,0,0,0,1
"Acidaminococcaceae bacterium UBA2873","Bacteria;Terrabacteria group;Bacillota",1.97075,0,0,0,1
"Acidaminococcaceae bacterium UBA7746","Bacteria;Terrabacteria group;Bacillota",2.00075,0,0,0,1
"Acidaminococcus","Bacteria;Terrabacteria group;Bacillota",3.05704,0,0,0,53
"Acidaminococcus fermentans","Bacteria;Terrabacteria group;Bacillota",2.32977,1,0,0,19
"Acidaminococcus intestini","Bacteria;Terrabacteria group;Bacillota",2.28786,1,0,0,31
"Acidaminococcus intestini CAG:325","Bacteria;Terrabacteria group;Bacillota",2.16158,0,0,0,1
"Acidaminococcus massiliensis","Bacteria;Terrabacteria group;Bacillota",2.67,0,0,0,5
"Acidaminococcus provencensis","Bacteria;Terrabacteria group;Bacillota",2.60549,0,0,0,3
"Acidaminococcus timonensis","Bacteria;Terrabacteria group;Bacillota",2.29706,0,0,0,4
"Acidibacillus ferrooxidans","Bacteria;Terrabacteria group;Bacillota",2.99049,0,0,0,6
"Acidibacillus sulfuroxidans","Bacteria;Terrabacteria group;Bacillota",2.87373,0,0,0,1
"Acidibrevibacterium fodinaquatile","Bacteria;Pseudomonadota;Alphaproteobacteria",4.03761,1,0,3,2
"Acidicaldus organivorans","Bacteria;Pseudomonadota;Alphaproteobacteria",2.98963,0,0,0,1
"Acidicapsa acidisoli","Bacteria;Acidobacteria;Acidobacteriia",7.11355,0,0,0,1
"Acidicapsa dinghuensis","Bacteria;Acidobacteria;Acidobacteriia",6.1719,0,0,0,1
"Acidicapsa ligni","Bacteria;Acidobacteria;Acidobacteriia",5.67764,0,0,0,1
"Acididesulfobacillus acetoxydans","Bacteria;Terrabacteria group;Bacillota",4.52022,1,0,0,2
"Acidiferrimicrobium australe","Bacteria;Terrabacteria group;Actinomycetota",4.07397,0,0,0,1
"Acidiferrobacter","Bacteria;Pseudomonadota;Gammaproteobacteria",3.3984,1,0,0,60
"Acidiferrobacter thiooxydans","Bacteria;Pseudomonadota;Gammaproteobacteria",3.30227,1,0,0,16
"Acidiferrobacteraceae bacterium","Bacteria;Pseudomonadota;Gammaproteobacteria",3.50956,0,0,0,57
"Acidiferrobacterales bacterium","Bacteria;Pseudomonadota;Gammaproteobacteria",4.84055,0,0,0,16
"Acidihalobacter aeolianus","Bacteria;Pseudomonadota;Gammaproteobacteria",3.52612,1,0,1,1
"Acidihalobacter ferrooxydans","Bacteria;Pseudomonadota;Gammaproteobacteria",3.44883,1,0,0,1
"Acidihalobacter prosperus","Bacteria;Pseudomonadota;Gammaproteobacteria",3.35968,0,0,0,1
"Acidihalobacter yilgarnensis","Bacteria;Pseudomonadota;Gammaproteobacteria",3.56694,1,0,0,1
"Acidiluteibacter ferrifornacis","Bacteria;FCB group;Bacteroidetes/Chlorobi group",3.51757,0,0,0,1
"Acidilutibacter cellobiosedens","Bacteria;Terrabacteria group;Bacillota",3.74372,1,0,0,1
"Acidimangrovimonas sediminis","Bacteria;Pseudomonadota;Alphaproteobacteria",5.28427,0,0,0,2
"Acidimicrobiaceae bacterium","Bacteria;Terrabacteria group;Actinomycetota",6.92735,0,0,0,1219
"Acidimicrobiaceae bacterium AH-315-P05","Bacteria;Terrabacteria group;Actinomycetota",0.348896,0,0,0,1
"Acidimicrobiaceae bacterium RAAP-2","Bacteria;Terrabacteria group;Actinomycetota",2.24069,0,0,0,1
"Acidimicrobiaceae bacterium RAAP-3","Bacteria;Terrabacteria group;Actinomycetota",3.04698,0,0,0,1
"Acidimicrobiaceae bacterium TMED130","Bacteria;Terrabacteria group;Actinomycetota",1.45832,0,0,0,1
"Acidimicrobiaceae bacterium TMED189","Bacteria;Terrabacteria group;Actinomycetota",0.641117,0,0,0,1
"Acidimicrobiaceae bacterium TMED210","Bacteria;Terrabacteria group;Actinomycetota",0.649068,0,0,0,1
"Acidimicrobiaceae bacterium TMED224","Bacteria;Terrabacteria group;Actinomycetota",1.43549,0,0,0,1
"Acidimicrobiaceae bacterium TMED244","Bacteria;Terrabacteria group;Actinomycetota",0.583806,0,0,0,1
"Acidimicrobiaceae bacterium TMED77","Bacteria;Terrabacteria group;Actinomycetota",1.39397,0,0,0,1
"Acidimicrobiaceae bacterium UBA2093","Bacteria;Terrabacteria group;Actinomycetota",1.66045,0,0,0,1
"Acidimicrobiaceae bacterium UBA668","Bacteria;Terrabacteria group;Actinomycetota",3.34874,0,0,0,1
"Acidimicrobiaceae bacterium UBA6895","Bacteria;Terrabacteria group;Actinomycetota",1.9657,0,0,0,1
"Acidimicrobiaceae bacterium UBA7323","Bacteria;Terrabacteria group;Actinomycetota",2.37906,0,0,0,1
"Acidimicrobiaceae bacterium UBA7830","Bacteria;Terrabacteria group;Actinomycetota",2.11059,0,0,0,1
"Acidimicrobiales bacterium","Bacteria;Terrabacteria group;Actinomycetota",6.74761,0,0,0,369
"Acidimicrobiales bacterium 20-64-4","Bacteria;Terrabacteria group;Actinomycetota",0.192988,0,0,0,1
"Acidimicrobiales bacterium Acd.OSU.001","Bacteria;Terrabacteria group;Actinomycetota",1.38885,0,0,0,1
"Acidimicrobiales bacterium AG-410-I20","Bacteria;Terrabacteria group;Actinomycetota",1.53275,0,0,0,1
"Acidimicrobiales bacterium AG-410-K21","Bacteria;Terrabacteria group;Actinomycetota",1.0903,0,0,0,1
"Acidimicrobiales bacterium AG-414-N20","Bacteria;Terrabacteria group;Actinomycetota",1.80565,0,0,0,1
"Acidimicrobiales bacterium MED-G01","Bacteria;Terrabacteria group;Actinomycetota",1.95828,0,0,0,1
"Acidimicrobiales bacterium mtb01","Bacteria;Terrabacteria group;Actinomycetota",2.55518,0,0,0,1
"Acidimicrobiales bacterium UBA7543","Bacteria;Terrabacteria group;Actinomycetota",4.05107,0,0,0,1
"Acidimicrobiia bacterium","Bacteria;Terrabacteria group;Actinomycetota",6.24787,0,0,0,362
"Acidimicrobiia bacterium BACL6 MAG-120322-bin79","Bacteria;Terrabacteria group;Actinomycetota",1.75361,0,0,0,1
"Acidimicrobiia bacterium BACL6 MAG-120910-bin40","Bacteria;Terrabacteria group;Actinomycetota",1.68832,0,0,0,1
"Acidimicrobiia bacterium BACL6 MAG-120924-bin43","Bacteria;Terrabacteria group;Actinomycetota",1.54262,0,0,0,1
"Acidimicrobiia bacterium BACL6 MAG-121220-bin61","Bacteria;Terrabacteria group;Actinomycetota",1.20514,0,0,0,1
"Acidimicrobiia bacterium EGI L10123","Bacteria;Terrabacteria group;Actinomycetota",4.09539,0,0,0,1
"Acidimicrobiia bacterium REDSEA-S09_B7","Bacteria;Terrabacteria group;Actinomycetota",2.02117,0,0,0,1
"Acidimicrobiia bacterium REDSEA-S14_B4","Bacteria;Terrabacteria group;Actinomycetota",2.0985,0,0,0,1
